Organisme,Phylym,Genre,Espèce,Collection,Couleur du mycélium,Pigmentation du milieu,Contour de la colonie,Densité du mycélium,Mycélium aérien,Structures particulières,Exudats,Méiospores,Septa,Mitospores,Sporogénèse,Couleur des mitospores,Forme des mitospores,Nombre de cellules,Disposition des mitospores,Regroupement des mitospores,Couleur de la colonie,Forme des blastospores,Photo genre,Photo micro genre,Dessus,Dessous,Photo micro
Filamenteux,Ascomycète,Boeremia,exigua,FungiSem,Blanc/gris,Non,,,,,,,,,,,,,,,,,dessus_Boeremia_strasseri,,dessus_Boeremia_exigua,dessous_Boeremia_exigua,
Filamenteux,Ascomycète,Botryosphaeria,obtusa,FungiSem,Blanc/gris,Non,,,,,,,,,,,,,,,,,dessus_Botryosphaeria_obtusa,,dessus_Botryosphaeria_obtusa,dessous_Botryosphaeria_obtusa,
Filamenteux,Ascomycète,Botrytis,Aclada,GEVES,Blanc/gris,Non,,,,Non,Non,Non,Oui,Oui,Libre,Claire ,Amérospore ,1,,Groupée en bouquet,,,dessus_Botrytis_cinerea,micro2_Botrytis_cinerea,dessus_Botrytis_aclada,,
Filamenteux,Ascomycète,Botrytis,Allii,GEVES,Blanc/gris,Non,,,,Non,Non,Non,Oui,Oui,Libre,Claire ,Amérospore ,1,,Groupée en bouquet,,,dessus_Botrytis_cinerea,micro2_Botrytis_cinerea,dessus_Botrytis_allii,,micro_Botrytis_allii
Filamenteux,Ascomycète,Botrytis,Byssoidea,GEVES,Blanc/gris,Non,,,,Non,Non,Non,Oui,Oui,Libre,Claire ,Amérospore ,1,,Groupée en bouquet,,,dessus_Botrytis_cinerea,micro2_Botrytis_cinerea,dessus_Botrytis_byssoidea,,
Filamenteux,Ascomycète,Botrytis,fabae,GEVES,Blanc/gris,Non,,,,Sclérote,Non,Non,Oui,Oui,Libre,Claire ,Amérospore ,1,,Groupée en bouquet,,,dessus_Botrytis_cinerea,micro2_Botrytis_cinerea,dessus_Botrytis_fabae,,micro_Botrytis_fabae
Filamenteux,Ascomycète,Botrytis,squamosa,GEVES,Blanc/gris,Non,,,,Sclérote,Non,Non,Oui,Oui,Libre,Claire ,Amérospore ,1,,Groupée en bouquet,,,dessus_Botrytis_cinerea,micro2_Botrytis_cinerea,,,micro_Botrytis_squamosa
Filamenteux,Ascomycète,Botrytis,cinerea,FungiSem,Blanc/gris,Non,régulier,dense,Non,Sclérote,,Non,Oui,Oui,Libre,Claire ,Amérospore ,1,,Groupée en bouquet,,,dessus_Botrytis_cinerea,micro2_Botrytis_cinerea,dessus_Botrytis_cinerea,,micro_Botrytis_cinerea
Levuroïde,,Candida ,albicans,FungiSem,,,,,,,,,,,,,,,,,Blanc,Circulaire,dessus_Candida_albicans,micro_Candida_albicans,dessus_Candida_albicans,dessous_Candida_albicans,micro_Candida_albicans
Filamenteux,Ascomycète,Cephalosporium,maydis,GEVES,Blanc/gris,,,,,,,,,,,,,,,,,,dessus_Cephalosporium_maydis,,dessus_Cephalosporium_maydis,,
Filamenteux,Ascomycète,Ceratobasidium,cereale,FungiSem,Blanc/gris,Non,,,,,,,,,,,,,,,,,dessus_Ceratobasidium_cereale ,,dessus_Ceratobasidium_cereale ,dessous_Ceratobasidium_cereale,
Filamenteux,Ascomycète,Cladosporium,cladosporioides ,FungiSem,Brun/noir,Non,,,,,,,,,,,Amérospore ,1,,,,,dessus_cladosporium_sp,micro_Cladosporium_cladosporioides,dessus_Cladosporium_cladosporioides,dessous_Cladosporium_cladosporioides,micro_Cladosporium_cladosporioides
Filamenteux,Ascomycète,Cladosporium,parahalotolerans,GEVES,Brun/noir,Oui,,,,,,,,,,,Amérospore ,1,,,,,dessus_cladosporium_sp,micro_Cladosporium_parahalotolerans,dessus_Cladosporium_parahalotolerans,,micro_Cladosporium_parahalotolerans
Filamenteux,Ascomycète,Clonostachys,rosea,FungiSem,Blanc/gris,Non,,,,,,,,,,,,,,,,,dessus_Clonostachys_rosea,micro_Clonostachys_rosea,dessus_Clonostachys_rosea,,micro_Clonostachys_rosea
Filamenteux,Ascomycète,Colletotrichum,lindemuthianum,GEVES,Brun/noir,,,,,,,,,,,,,,,,,,,,,,
Filamenteux,Ascomycète,Colletotrichum,gloeosporioides,GEVES,Blanc/gris,,,,,,,,,,,,,,,,,,dessus_Colletotrichum_dematium,micro_Colletotrichum_lini,dessus_Colletotrichum_gloeosporioides,,micro_Colletotrichum_gloeosporioïdes
Filamenteux,Ascomycète,Colletotrichum,lini,GEVES,Blanc/jaune,,,,,,,,,,,,,,,,,,dessus_Colletotrichum_dematium,micro_Colletotrichum_lini,dessus_Colletotrichum_lini,,micro_Colletotrichum_lini
Filamenteux,Ascomycète,Colletotrichum,lindemuthianum,GEVES,Brun/noir,,,,,,,,,,,,,,,,,,dessus_Colletotrichum_dematium,micro_Colletotrichum_lini,dessus_Colletotrichum_lindemuthianum,dessous_Colletotrichum_lindemuthianum,micro_Colletotrichum_lindemuthianum
Filamenteux,Ascomycète,Colletotrichum,dematium,GEVES,Brun/noir,,,,,,,,,,,,,,,,,,dessus_Colletotrichum_dematium,micro_Colletotrichum_lini,dessus_Colletotrichum_dematium,,micro_Colletotrichum _dematium
Filamenteux,Ascomycète,Colletotrichum,lupini,GEVES,Blanc/gris,,,,,,,,,,,,,,,,,,dessus_Colletotrichum_dematium,micro_Colletotrichum_lini,dessus_Colletotrichum_lupini,,
Filamenteux,Ascomycète,Colletotrichum,graminicola,GEVES,Brun/noir,,,,,,,,,,,,,,,,,,dessus_Colletotrichum_dematium,micro_Colletotrichum_lini,dessus_Colletotrichum_graminicola,,
Filamenteux,Ascomycète,Colletotrichum,coccodes,GEVES,Brun/noir,,,,,,,,,,,,,,,,,,dessus_Colletotrichum_dematium,micro_Colletotrichum_lini,dessus_Colletotrichum_coccodes,,micro_Colletotrichum_cocodes
Filamenteux,Ascomycète,Colletotrichum,orbiculare,GEVES,Brun/noir,,,,,,,,,,,,,,,,,,dessus_Colletotrichum_dematium,micro_Colletotrichum_lini,dessus_Colletotrichum_orbiculare,,
Filamenteux,Ascomycète,Coniothyrium,minitans,GEVES,Brun/noir,,,,,,,,,,,,,,,,,,dessus_Coniothyrium_minitans,micro_Coniothyrium_minitans,dessus_Coniothyrium_minitans,,micro_Coniothyrium_minitans
Filamenteux,Ascomycète,Curvularia,lunata,FungiSem,Blanc/gris,,,,,,,,,,,,,,,,,,dessus_Curvularia_lunata,micro_Curvularia_lunata,dessus_Curvularia_lunata,dessous_Curvularia_lunata,micro_Curvularia_lunata
Levuroïde,,Cystofilobasidium,macerans,FungiSem,,,,,,,,,,,,,,,,,Rose,Ovoïde,dessus_Cystofilobasidium_macerans,micro_Cystofilobasidium_macerans,dessus_Cystofilobasidium_macerans,dessous_Cystofilobasidium_macerans,micro_Cystofilobasidium_macerans
Filamenteux,Ascomycète,Diaporthe,phaseolorum,FungiSem,Blanc/gris,,,,,,,,,,,,,,,,,,dessus_Diaporthe_angelicae,Peritheces_Diaporthe_phaseolorum,dessus_Diaporthe_phaseolorum ,,Peritheces_Diaporthe_phaseolorum
Filamenteux,Ascomycète,Diaporthe,foeniculina,FungiSem,Blanc/gris,,,,,,,,,,,,,,,,,,dessus_Diaporthe_angelicae,Peritheces_Diaporthe_phaseolorum,dessus_Diaporthe_foeniculina,,micro1_Diaporthe_foeniculina
Filamenteux,Ascomycète,Diaporthe,melonis,GEVES,Blanc/gris,,,,,,,,,,,,,,,,,,dessus_Diaporthe_angelicae,Peritheces_Diaporthe_phaseolorum,dessus_Diaporthe_melonis,,micro_Diaporthe_melonis
Filamenteux,Ascomycète,Diaporthe,angelicae,GEVES,Brun/noir,,,,,,,,,,,,,,,,,,dessus_Diaporthe_angelicae,Peritheces_Diaporthe_phaseolorum,dessus_Diaporthe_angelicae,,pycnides_Diaporthe_angelicae
Filamenteux,Ascomycète,Diaporthe,helianthi,GEVES,Blanc/gris,,,,,,,,,,,,,,,,,,dessus_Diaporthe_angelicae,Peritheces_Diaporthe_phaseolorum,dessus_Diaporthe_helianthi,,
Filamenteux,Ascomycète,Diaporthe,baccae,FungiSem,Brun/noir,,,,,,,,,,,,,,,,,,dessus_Diaporthe_angelicae,Peritheces_Diaporthe_phaseolorum,dessus_Diaporthe_baccae,,micro_Diaporthe_baccae
Filamenteux,Ascomycète,Didymella,bryoniae,GEVES,Brun/noir,,,,,,,,,,,,,,,,,,dessus_Didymella_bryoniae,micro_Dydimella_bryoniae,dessus_Didymella_bryoniae,,micro_Dydimella_bryoniae
Filamenteux,Ascomycète,Diplodia,macrospora,GEVES,Blanc/gris,,,,,,,,,,,,,,,,,,dessus_Diplodia_macrospora,micro_Diplodia_macrospora,dessus_Diplodia_macrospora,,micro_Diplodia_macrospora
Filamenteux,Ascomycète,Diplodia,maydis,GEVES,Blanc/gris,,,,,,,,,,,,,,,,,,dessus_Diplodia_maydis,micro_Diplodia_macrospora,dessus_Diplodia_maydis,,micro_Diplodia_maydis
Filamenteux,Ascomycète,Epicoccum ,nigrum,FungiSem,Brun/noir,Oui,régulier,dense,Non,Non,Non,Non,Oui,Oui,Libre,Foncée,Dictyospore,3-7,Terminale,Solitaire,,,dessus_Epicoccum_nigrum,micro2_Epicoccum_nigrum,dessus_Epicoccum_nigrum,dessous_Epicoccum_nigrum,micro_Epicoccum_nigrum
Filamenteux,Ascomycète,Exophiala,oligosperma,FungiSem,Brun/noir,Non,régulier,dense,Non,Non,Non,Non,Oui,Oui,Libre,Foncée,Dictyospore,3-7,Terminale,Solitaire,,,dessus_Exophiala_oligosperma,micro_Exophiala_oligosperma,dessus_Exophiala_oligosperma,dessous_Exophiala_oligosperma,micro_Exophiala_oligosperma
Filamenteux,Ascomycète,Fusarium,avenaceum,FungiSem,Blanc/rose,Non,régulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Claire ,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_avenaceum,,conidies_Fusarium_avenaceum
Filamenteux,Ascomycète,Fusarium,graminearum,FungiSem,Blanc/rose,Non,régulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Claire ,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_graminearum,,conidies_Fusarium_graminearum
Filamenteux,Ascomycète,Fusarium,tricinctum,FungiSem,Blanc/rose,Oui,régulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Claire ,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_tricinctum,dessous_Fusarium_tricinctum,micro_Fusarium_tricinctum
Filamenteux,Ascomycète,Fusarium,crookwellense,GEVES,Blanc/rose,Oui,régulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Claire ,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_crookwellense,dessous_Fusarium_crookwellense,
Filamenteux,Ascomycète,Fusarium,arthrosporïoides,FungiSem,Blanc/rose,Non,régulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Claire ,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_arhtrosporioides,,micro_Fusarium_arhtrosporioides
Filamenteux,Ascomycète,Fusarium,equiseti,FungiSem,Blanc/rose,Non,régulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Claire ,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_equiseti,micro_Fusarium_equiseti,
Filamenteux,Ascomycète,Fusarium,culmorum,FungiSem,Blanc/rose,Oui,régulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Claire ,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_culmorum,dessous_Fusarium_culmorum,micro_Fusarium_culmorum
Filamenteux,Ascomycète,Fusarium,graminearum,FungiSem,Blanc/rose,Non,régulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Claire ,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,
Filamenteux,Ascomycète,Fusarium,sambucinum,FungiSem,Blanc/rose,Oui,régulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Claire ,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_sambucinum,dessous_Fusarium_sambucinum,micro_Fusarium_sambucinum
Filamenteux,Ascomycète,Fusarium,moniliforme,FungiSem,Blanc/rose,Non,régulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Claire ,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_moniliforme,,micro_Fusarium_moniliforme
Filamenteux,Ascomycète,Fusarium,sporotrichoïdes,GEVES,Blanc/rose,Non,irrégulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Claire ,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_sporotrichoïdes,,micro_Fusarium_sporotrichoïdes
Filamenteux,Ascomycète,Fusarium,acuminatum,GEVES,Orange,Non,régulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Claire ,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_acuminatum,,
Filamenteux,Ascomycète,Fusarium,avenaceum,GEVES,Orange,Non,régulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Claire ,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_avenaceum,,micro_Fusarium_avenaceum
Filamenteux,Ascomycète,Fusarium,chlamydosporum,GEVES,Blanc/rose,Non,régulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Claire ,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_chlamydosporum,,
Filamenteux,Ascomycète,Fusarium,solani,GEVES,Brun/noir,Non,régulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Claire ,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_solani,,micro_Fusarium_solani
Filamenteux,Ascomycète,Fusarium,oxysporum,GEVES,Blanc/rose,Non,régulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Claire ,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_oxysporum,,micro_Fusarium_oxysporum
Filamenteux,Ascomycète,Fusarium,redolens,FungiSem,Blanc/rose,Non,régulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Claire ,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,,,micro_Fusarium_redolens
Filamenteux,Ascomycète,Fusarium,poae,GEVES,Blanc/rose,Non,régulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Claire ,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_poae,,micro_Fusarium_poae
Filamenteux,Ascomycète,Fusarium,scirpi,GEVES,Blanc/rose,Non,régulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Claire ,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_scirpi,,
Filamenteux,Ascomycète,Fusarium,proliferatum,GEVES,Blanc/rose,Non,régulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Claire ,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_proliferatum,,
Filamenteux,Ascomycète,Fusarium,cerealis,GEVES,Blanc/rose,Non,régulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Claire ,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_cerealis,,micro_Fusarium_cerealis
Filamenteux,Ascomycète,Fusarium,anthophilum,GEVES,Blanc/rose,Non,régulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Claire ,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_anthophilum,,
Filamenteux,Ascomycète,Fusarium,langsethiae,GEVES,Blanc/rose,Non,régulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Claire ,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_langsethiae,,micro_Fusarium_langsethiae
Filamenteux,Ascomycète,Fusarium,semitectum,GEVES,Blanc/rose,Non,régulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Claire ,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_semitectum,,micro_Fusarium_semitectum
Filamenteux,Ascomycète,Geotrichum,sp.,GEVES,Blanc/gris,,,,,,,,,,,,,,,,,,dessus_Geotrichum_sp.,,dessus_Geotrichum_sp.,,
Filamenteux,Ascomycète,Helminthosporium,carbonum,GEVES,Brun/noir,Non,irregulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Foncée,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Helminthosporium_carbonum,conidies_Helminthosporium_carbonum,dessus_Helminthosporium_carbonum,,conidies_Helminthosporium_carbonum
Filamenteux,Ascomycète,Helminthosporium,siccano,FungiSem,Brun/noir,Non,régulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Foncée,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Helminthosporium_carbonum,conidies_Helminthosporium_carbonum,dessus_Helminthosporium_siccano,dessous_Helminthosporium_siccano,micro_Helminthosporium_siccano
Filamenteux,Ascomycète,Helminthosporium,oryzae,FungiSem,Brun/noir,Non,régulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Foncée,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Helminthosporium_carbonum,conidies_Helminthosporium_carbonum,dessus_Helminthosporium_oryzae,dessous_Helminthosporium_oryzae,micro_Helminthosporium_oryzae
Filamenteux,Ascomycète,Helminthosporium,papaveris,GEVES,Brun/noir,Non,irregulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Foncée,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Helminthosporium_carbonum,conidies_Helminthosporium_carbonum,dessus_Helminthosporium_papaveris,,micro_Helminthosporium_papaveris
Filamenteux,Ascomycète,Helminthosporium,gramineum,GEVES,,,,,,,,,Oui,Oui,Libre,Foncée,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Helminthosporium_carbonum,conidies_Helminthosporium_carbonum,,,dessus_Helminthosporium_gramineum
Filamenteux,Ascomycète,Helminthosporium,maydis,GEVES,Brun/noir,Non,irregulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Foncée,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Helminthosporium_carbonum,conidies_Helminthosporium_carbonum,dessus_Helminthosporium_maydis,,
Filamenteux,Ascomycète,Helminthosporium,teres,GEVES,Brun/noir,Non,irregulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Foncée,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Helminthosporium_carbonum,conidies_Helminthosporium_carbonum,dessus_Helminthosporium_teres,,micro_Helminthosporium_teres
Filamenteux,Ascomycète,Helminthosporium,dictyoïdes,GEVES,Brun/noir,Non,régulier,dense,Oui,Non,Non,Non,Oui,Oui,Libre,Foncée,Phragmospore,3-7,Terminale,Solitaire,,,dessus_Helminthosporium_carbonum,conidies_Helminthosporium_carbonum,dessus_Helminthosporium_dictyoïdes,,
